Female,Male,Vine,Observation_no,2020-05-06,2020-05-12,2020-05-17,2020-05-20,2020-05-23,2020-05-27,2020-05-30,2020-06-02,2020-06-06,2020-06-08,2020-06-11,2020-06-14,2020-06-18,2020-06-21,2020-06-25,2020-06-29,2020-07-02,2020-07-05,2020-07-13,2020-07-22,2020-07-27,2020-08-02,2020-08-09,2020-08-13,2020-08-16,2020-08-22,2020-08-26
SKND.009.41,ND.054.27,1.091.005,2,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.006,2,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.007,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.008,2,NA,NA,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.009,2,0,1,1,1,1,11,12,NA,14,14,15,16,19,20,NA,24,24,25,28,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.010,2,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.011,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.013,2,1,3,3,11,7,15,16,NA,57,NA,NA,22,25,24,24,24,24,22,20,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.014,2,3,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.015,2,0,1,1,1,1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.016,2,7,5,5,5,11,13,15,NA,55,60,67,69,73,75,75,75,75,75,79,79,81,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.017,2,0,1,1,1,1,5,8,NA,13,14,15,16,17,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.018,2,0,1,1,1,1,14,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.019,2,1,3,5,7,11,14,15,NA,57,60,65,69,73,73,75,75,75,75,79,79,81,83,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.020,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.021,2,3,3,5,3,7,12,13,NA,20,19,20,20,25,26,27,25,28,31,34,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.022,2,1,3,5,8,12,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.023,2,3,1,1,5,8,13,14,NA,55,60,62,69,73,73,75,75,77,79,79,81,83,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.024,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.025,2,1,3,7,11,14,15,16,NA,55,20,60,69,73,73,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.026,2,5,5,8,12,13,14,15,NA,57,63,69,71,75,75,75,75,77,79,79,79,79,79,83,85,85,85,85
SKND.009.41,ND.054.27,1.091.027,2,0,1,1,1,1,13,13,NA,55,19,20,18,22,NA,25,25,28,31,29,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.028,2,0,1,1,1,1,8,12,NA,14,14,14,17,19,20,NA,28,75,28,32,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.029,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.030,2,0,1,3,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.031,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.032,2,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.033,2,1,1,1,3,1,1,13,NA,17,14,13,14,17,18,18,18,31,22,38,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.034,2,1,5,5,7,11,14,14,NA,55,18,17,69,73,73,75,75,75,79,79,79,79,79,79,79,79,81,83
SKND.009.41,ND.054.27,1.091.035,2,1,3,3,8,13,14,15,NA,57,67,68,71,75,75,75,77,77,79,79,79,81,81,85,85,NA,85,85
SKND.009.41,ND.054.27,1.091.036,2,0,3,5,5,8,13,14,NA,55,61,68,71,75,73,75,79,75,75,79,79,79,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.037,2,1,5,5,8,12,14,15,NA,55,17,20,69,73,73,26,77,25,79,79,79,79,81,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.038,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.039,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.040,2,3,3,5,8,11,13,13,NA,55,20,63,69,73,71,75,75,75,75,79,79,79,79,79,81,85,NA,NA
SKND.009.41,ND.054.27,1.091.041,2,1,3,5,8,11,14,13,NA,57,19,62,69,73,73,75,75,75,75,79,79,79,79,79,83,81,85,85
SKND.009.41,ND.054.27,1.091.042,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.043,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.044,2,0,3,3,3,3,12,13,NA,17,17,18,19,23,20,25,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.045,2,1,5,3,7,8,13,14,NA,57,68,69,71,75,75,75,75,75,75,79,79,79,79,83,85,85,85,85
SKND.009.41,ND.054.27,1.091.046,2,0,0,0,0,0,0,0,NA,11,13,14,15,17,18,NA,20,17,18,20,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.047,2,3,5,5,8,12,13,14,NA,57,20,67,69,73,75,75,75,75,77,79,79,81,83,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.048,2,1,3,7,8,12,12,13,NA,14,17,NA,NA,NA,NA,NA,NA,32,30,18,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.049,2,1,3,3,3,5,12,12,NA,15,16,17,17,NA,NA,23,27,25,25,30,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.050,2,0,NA,NA,5,8,12,15,NA,55,16,62,NA,NA,NA,75,75,75,75,79,79,79,79,79,79,79,79,81
SKND.009.41,ND.054.27,1.091.051,2,1,1,3,5,7,12,13,NA,15,17,18,18,23,24,26,28,31,24,35,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.052,2,0,1,3,3,7,12,13,NA,15,16,18,20,22,25,27,29,71,79,35,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.053,2,3,5,8,11,13,15,15,NA,57,63,68,71,75,75,77,75,77,79,79,79,79,79,79,NA,85,85,85
SKND.009.41,ND.054.27,1.091.054,2,1,5,5,8,12,14,15,NA,57,68,69,71,75,75,75,75,75,79,79,79,79,79,79,85,85,85,85
SKND.009.41,ND.054.27,1.091.055,2,3,5,5,8,13,141,14,NA,57,17,68,69,73,75,75,75,75,75,79,79,79,79,79,85,85,85,85
SKND.009.41,ND.054.27,1.091.056,2,0,1,3,5,8,12,13,NA,57,18,65,68,73,71,73,55,73,75,79,79,81,83,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.057,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA
SKND.009.41,ND.054.27,1.091.058,2,5,3,7,11,13,14,14,NA,57,60,65,71,75,73,77,73,75,79,77,79,79,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.059,2,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.060,2,1,1,5,8,8,13,14,NA,57,60,67,69,73,75,75,20,77,79,79,79,79,79,79,79,81,81,81
SKND.009.41,ND.054.27,1.091.061,2,5,5,5,5,5,5,0,NA,NA,NA,NA,NA,12,13,15,17,23,NA,29,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.062,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.063,2,1,3,5,5,11,14,14,NA,57,18,63,69,73,75,75,75,75,75,79,79,79,NA,79,81,81,NA,NA
SKND.009.41,ND.054.27,1.091.064,2,0,1,3,1,8,11,12,NA,15,17,18,20,22,75,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.065,2,3,3,5,7,13,15,15,NA,57,69,69,71,75,15,75,79,79,79,79,83,83,85,85,85,NA,85,NA
SKND.009.41,ND.054.27,1.091.066,2,0,1,1,1,3,11,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.067,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.068,2,0,1,1,5,7,12,13,NA,15,13,15,14,14,69,15,14,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.069,2,0,0,0,0,1,8,11,NA,53,16,18,18,69,71,73,24,26,27,22,79,81,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.070,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.071,2,1,5,5,3,5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.072,2,1,1,3,7,8,13,13,NA,55,15,61,65,71,71,73,73,75,20,73,79,79,79,79,79,NA,NA,NA
SKND.009.41,ND.054.27,1.091.073,2,0,1,1,5,7,11,13,NA,15,17,18,16,19,20,22,25,23,24,29,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.074,2,1,1,5,8,12,15,15,NA,55,19,64,69,73,73,75,75,75,75,79,79,79,79,85,81,81,85,NA
SKND.009.41,ND.054.27,1.091.075,2,1,3,5,8,11,13,14,NA,57,17,63,69,73,73,75,75,77,77,79,81,79,81,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.076,2,3,1,3,7,8,12,13,NA,17,18,19,18,22,23,25,25,28,30,39,NA,NA,NA,NA,NA,NA,NA,85
SKND.009.41,ND.054.27,1.091.077,2,3,5,7,11,12,14,15,NA,17,69,69,71,75,75,77,77,79,79,79,79,81,81,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.078,2,1,1,5,8,11,13,14,NA,53,18,20,69,73,73,75,73,77,79,79,79,79,79,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.079,2,3,5,5,8,13,15,16,NA,57,65,68,71,75,75,75,75,28,77,79,81,83,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.080,2,0,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.081,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.082,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.083,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.084,2,1,1,5,8,11,13,13,NA,15,17,17,19,NA,22,23,26,20,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.085,2,3,3,5,8,12,14,14,NA,57,66,69,71,75,75,77,79,77,79,79,81,83,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.086,2,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.087,2,3,3,5,8,13,15,16,NA,57,60,69,71,75,73,75,75,75,75,79,79,79,79,83,85,85,85,85
SKND.009.41,ND.054.27,1.091.088,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.089,2,1,3,3,7,8,13,14,NA,55,19,60,69,69,73,75,24,75,75,79,79,81,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.090,2,3,5,5,8,13,14,15,NA,57,19,66,69,73,73,75,75,75,75,79,81,83,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.091,2,1,3,5,8,11,13,14,NA,57,19,62,68,73,73,75,75,77,75,79,79,79,79,79,79,81,79,83
SKND.009.41,ND.054.27,1.091.092,2,1,3,5,8,11,13,14,NA,57,19,62,69,73,73,75,77,79,79,79,79,79,79,81,85,83,85,85
SKND.009.41,ND.054.27,1.091.093,2,3,3,5,7,8,13,14,NA,55,60,64,69,73,73,75,77,79,79,79,79,81,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.094,2,3,3,5,8,11,14,14,NA,57,16,67,69,73,73,75,75,79,79,79,79,81,79,79,81,85,85,85
SKND.009.41,ND.054.27,1.091.095,2,1,1,5,5,7,13,13,NA,55,17,61,69,73,73,75,75,77,77,79,79,79,79,79,81,85,81,85
SKND.009.41,ND.054.27,1.091.096,2,1,1,3,7,11,13,14,NA,55,18,61,68,73,73,75,75,75,75,79,79,79,85,81,81,85,85,85
SKND.009.41,ND.054.27,1.091.097,2,1,3,3,1,1,15,14,NA,53,17,18,19,22,13,23,17,29,19,23,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.098,2,5,5,5,12,14,16,16,NA,20,64,69,71,75,75,77,77,75,79,79,79,79,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.099,2,0,1,3,5,8,11,12,NA,13,13,14,15,15,13,16,25,23,15,30,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.100,2,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.101,2,5,3,5,3,11,13,15,NA,18,18,66,69,73,75,75,75,75,77,79,79,79,79,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.102,2,1,0,3,3,7,12,13,NA,16,17,61,71,75,75,75,77,77,32,79,79,79,79,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.103,2,0,1,3,1,7,12,14,NA,17,19,20,67,71,71,71,75,35,75,31,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.104,2,3,3,5,5,3,13,14,NA,16,18,64,69,73,73,75,75,79,77,79,79,79,79,81,81,83,85,85
SKND.009.41,ND.054.27,1.091.105,2,5,3,5,8,12,14,15,NA,19,68,68,71,75,75,77,79,79,79,79,79,79,79,79,81,79,81,85
SKND.009.41,ND.054.27,1.091.106,2,0,3,1,5,7,11,13,NA,16,17,18,69,71,73,75,79,79,79,79,79,79,79,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.107,2,0,1,3,7,8,14,15,NA,18,19,63,65,73,73,75,75,75,75,79,79,79,79,79,81,81,85,85
SKND.009.41,ND.054.27,1.091.108,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.109,2,0,NA,NA,NA,1,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.110,2,0,1,3,7,11,14,14,NA,17,18,60,68,73,73,75,77,75,79,79,79,79,79,79,79,79,79,85
SKND.009.41,ND.054.27,1.091.111,2,0,1,3,1,1,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.112,2,3,5,3,8,12,14,15,NA,18,60,68,71,75,75,77,77,79,79,79,79,79,81,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.113,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.114,2,0,1,5,1,8,13,14,NA,13,15,16,NA,NA,NA,15,28,16,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.115,2,0,1,3,1,1,7,12,NA,16,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.116,2,1,3,3,7,12,14,15,NA,19,20,66,69,73,73,75,75,77,77,79,79,81,85,79,79,81,79,81
SKND.009.41,ND.054.27,1.091.117,2,5,5,5,11,13,14,15,NA,17,61,67,71,75,75,75,77,77,77,79,81,81,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.091.118,2,0,1,1,3,1,11,13,NA,15,17,63,69,73,19,75,75,75,75,44,NA,83,79,79,79,NA,85,NA
SKND.009.41,ND.054.27,1.091.119,2,0,1,3,5,8,11,13,NA,17,18,18,20,22,69,71,71,30,30,32,NA,81,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.120,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.121,2,5,3,3,5,8,13,15,NA,18,14,14,20,NA,NA,23,30,33,25,20,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.122,2,3,1,1,1,3,12,13,NA,13,18,18,16,19,20,NA,25,28,28,16,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.091.123,2,0,1,3,5,11,13,13,NA,16,18,62,69,73,71,73,75,73,29,77,79,79,79,81,81,83,85,85
ND.054.27,ND.213,1.093.001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.004,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.005,2,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.015,2,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.016,2,1,1,1,NA,1,1,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.017,2,0,1,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.019,2,0,1,1,1,1,12,14,NA,17,16,18,NA,73,73,23,75,75,77,79,79,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.020,2,5,5,7,11,13,15,16,NA,20,65,69,69,75,75,77,77,77,79,79,79,79,79,83,85,85,85,85
ND.054.27,ND.213,1.093.021,2,1,1,3,1,1,13,13,NA,14,13,14,15,20,19,22,20,24,75,27,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.022,2,0,1,1,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.025,2,0,1,1,1,1,3,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.026,2,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.027,2,0,3,5,5,8,13,14,NA,17,18,60,63,20,NA,22,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.028,2,1,3,5,8,8,13,13,NA,16,16,18,NA,22,19,24,25,75,30,28,NA,NA,NA,NA,81,NA,NA,NA
ND.054.27,ND.213,1.093.029,2,5,5,5,5,5,13,13,NA,16,17,17,NA,NA,22,20,20,75,28,25,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.030,2,NA,NA,NA,NA,1,5,5,NA,0,0,0,19,23,NA,23,26,29,30,35,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.031,2,3,1,5,5,5,7,8,NA,13,12,13,14,16,16,17,19,29,18,25,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.032,2,7,3,5,3,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,18,13,13,19,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.033,2,5,5,5,5,5,3,0,NA,13,14,14,NA,NA,NA,NA,NA,NA,NA,NA,79,79,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.034,2,3,5,3,5,5,8,11,NA,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.035,2,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
