Female,Male,Vine,Observation_no,2020-05-06,2020-05-12,2020-05-17,2020-05-20,2020-05-23,2020-05-27,2020-05-30,2020-06-02,2020-06-06,2020-06-08,2020-06-11,2020-06-14,2020-06-18,2020-06-21,2020-06-25,2020-06-29,2020-07-02,2020-07-05,2020-07-13,2020-07-22,2020-07-27,2020-08-02,2020-08-09,2020-08-13,2020-08-16,2020-08-22,2020-08-26
SKND.009.41,ND.054.27,1.097.041,1,5,5,5,8,12,15,16,NA,NA,65,69,71,75,75,77,77,79,79,79,79,81,82,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.042,1,7,7,NA,7,8,15,15,NA,19,19,NA,NA,NA,NA,26,NA,24,27,37,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.043,1,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.044,1,3,3,7,11,13,15,16,NA,17,17,65,71,75,73,75,75,77,79,79,79,79,79,79,81,81,85,85
SKND.009.41,ND.054.27,1.097.045,1,0,3,5,8,8,15,16,NA,18,20,20,67,73,73,75,75,75,22,79,79,79,79,79,85,83,83,NA
SKND.009.41,ND.054.27,1.097.046,1,1,3,3,5,8,12,13,NA,15,17,17,18,20,NA,71,73,25,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.047,1,3,3,5,8,12,15,16,NA,19,63,68,71,75,75,75,77,75,79,79,79,79,79,83,85,85,85,85
SKND.009.41,ND.054.27,1.097.048,1,3,3,5,8,11,14,15,NA,16,16,16,15,16,16,18,16,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.049,1,1,3,5,7,12,15,15,NA,19,60,69,69,75,73,75,77,77,79,79,79,79,79,79,81,83,85,85
SKND.009.41,ND.054.27,1.097.050,1,1,3,3,5,8,14,14,NA,18,18,62,69,73,73,75,75,75,75,79,83,83,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.051,1,5,5,7,11,12,15,16,NA,19,20,61,69,73,73,75,75,75,32,79,79,79,79,85,79,83,85,83
SKND.009.41,ND.054.27,1.097.052,1,5,3,5,8,11,15,15,NA,18,63,69,71,75,75,77,77,79,79,79,79,79,79,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.053,1,0,3,1,5,8,14,14,NA,18,19,20,22,25,71,73,75,79,33,30,79,79,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.054,1,0,1,1,1,1,5,0,NA,13,13,14,15,16,19,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.055,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.056,1,1,3,3,7,8,15,15,NA,19,19,20,65,73,73,75,77,79,77,79,79,79,81,81,85,85,85,85
SKND.009.41,ND.054.27,1.097.057,1,3,5,5,8,12,14,15,NA,19,20,20,68,73,73,73,75,75,28,79,79,79,79,79,85,79,85,85
SKND.009.41,ND.054.27,1.097.058,1,0,1,1,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.059,1,1,5,5,7,8,13,13,NA,14,14,15,16,17,14,18,18,20,15,15,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.060,1,0,5,5,8,11,15,15,NA,20,20,63,71,75,18,67,75,79,79,79,79,79,79,81,85,85,85,85
SKND.009.41,ND.054.27,1.097.061,1,1,5,5,8,12,14,16,NA,19,60,69,69,73,73,75,75,77,25,79,79,81,79,81,85,NA,85,NA
SKND.009.41,ND.054.27,1.097.062,1,3,3,1,3,3,12,12,NA,15,16,16,63,79,73,73,73,75,75,79,79,81,82,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.063,1,1,3,5,5,8,14,15,NA,15,60,19,69,75,73,75,73,75,75,79,NA,NA,NA,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.064,1,0,1,1,1,1,5,7,NA,12,13,13,16,16,16,19,22,14,25,25,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.065,1,1,3,5,11,12,16,15,NA,20,20,62,69,75,75,77,75,77,26,79,NA,NA,NA,NA,NA,NA,NA,85
SKND.009.41,ND.054.27,1.097.066,1,1,5,5,8,12,16,16,NA,20,60,66,71,75,75,75,77,75,77,79,79,79,79,79,79,81,83,85
SKND.009.41,ND.054.27,1.097.067,1,5,5,5,11,13,17,17,NA,19,61,67,71,75,75,75,77,79,79,79,79,79,79,79,81,81,85,85
SKND.009.41,ND.054.27,1.097.068,1,0,1,1,3,5,14,15,NA,17,18,18,19,73,71,73,25,20,26,79,79,79,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.069,1,1,1,7,5,7,13,13,NA,18,18,19,69,73,73,75,20,NA,75,79,79,79,79,79,81,81,85,81
SKND.009.41,ND.054.27,1.097.070,1,3,5,5,11,12,15,16,NA,20,60,67,71,75,73,77,77,79,79,79,81,85,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.071,1,1,3,5,8,11,15,15,NA,19,20,61,68,25,26,28,17,22,20,25,NA,79,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.072,1,0,1,3,7,8,13,14,NA,17,18,20,19,75,75,75,18,15,NA,79,79,79,81,81,83,79,NA,85
SKND.009.41,ND.054.27,1.097.073,1,1,3,1,3,3,13,14,NA,16,18,18,19,20,NA,24,26,18,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.074,1,1,3,5,8,12,14,15,NA,19,20,65,71,75,73,75,75,77,77,79,79,79,81,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.075,1,1,3,5,8,12,15,15,NA,19,20,61,69,73,73,75,75,77,77,79,79,79,79,79,79,85,85,85
SKND.009.41,ND.054.27,1.097.076,1,0,3,NA,1,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.077,1,0,1,1,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.078,1,5,3,5,8,12,15,16,NA,19,62,63,71,75,73,75,75,79,79,79,79,79,79,81,83,85,85,85
SKND.009.41,ND.054.27,1.097.079,1,7,1,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.080,1,3,5,5,8,12,15,15,NA,19,19,20,22,23,75,28,32,17,19,20,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.081,1,1,1,1,5,7,12,14,NA,16,17,17,62,71,73,73,75,24,20,79,79,79,79,79,79,79,79,79
SKND.009.41,ND.054.27,1.097.082,1,0,3,3,5,8,13,14,NA,18,19,68,69,73,73,75,15,75,18,79,79,79,79,85,79,79,85,85
SKND.009.41,ND.054.27,1.097.083,1,0,3,1,5,8,13,15,NA,14,13,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.084,1,1,3,5,1,3,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.085,1,0,1,NA,1,1,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.086,1,1,1,NA,1,1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.087,1,3,3,NA,3,5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.088,1,3,3,5,8,12,15,15,NA,16,60,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.089,1,3,3,NA,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.090,1,1,1,1,5,8,14,14,NA,17,18,19,62,73,73,75,75,75,75,79,79,79,79,79,79,79,83,85
SKND.009.41,ND.054.27,1.097.091,1,0,1,3,5,8,15,15,NA,19,20,19,71,75,75,77,77,77,79,79,83,83,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.092,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.093,1,3,3,5,8,11,15,15,NA,18,20,63,69,73,73,75,75,77,75,79,79,81,83,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.094,1,1,5,5,8,12,15,16,NA,16,17,17,17,16,16,19,20,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.095,1,0,1,1,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.096,1,0,1,1,1,3,0,0,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.097,1,3,3,NA,1,3,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.098,1,3,3,5,8,11,14,15,NA,18,65,68,71,75,75,75,77,77,79,79,79,79,79,81,85,85,85,85
SKND.009.41,ND.054.27,1.097.099,1,0,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.100,1,3,5,5,11,12,16,16,NA,20,64,67,71,75,75,75,77,75,75,79,79,79,79,81,79,79,81,81
SKND.009.41,ND.054.27,1.097.101,1,3,3,7,11,13,16,17,NA,18,20,60,69,75,73,75,77,77,77,79,79,79,79,79,79,79,85,85
SKND.009.41,ND.054.27,1.097.102,1,3,5,5,11,11,15,15,NA,19,19,66,71,75,75,75,77,77,75,79,79,79,79,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.103,1,0,3,NA,NA,12,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.104,1,0,3,3,3,8,13,13,NA,17,18,60,69,73,73,75,77,77,79,79,79,79,79,79,79,79,85,81
SKND.009.41,ND.054.27,1.097.105,1,3,3,5,7,8,15,15,NA,18,20,61,69,73,73,75,75,75,75,79,79,79,79,81,85,85,85,85
SKND.009.41,ND.054.27,1.097.106,1,3,3,5,8,12,14,15,NA,18,60,69,71,75,75,75,75,77,79,79,81,83,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.107,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.108,1,3,3,5,8,11,15,16,NA,18,19,62,71,75,75,75,77,79,77,79,79,79,79,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.109,1,0,1,1,1,1,13,13,NA,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.110,1,3,3,5,8,8,15,16,NA,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.111,1,5,5,8,12,13,15,16,NA,19,65,69,71,75,75,75,77,75,75,79,79,79,79,79,79,79,81,85
SKND.009.41,ND.054.27,1.097.112,1,5,5,5,11,12,15,16,NA,20,20,65,71,75,75,75,79,77,79,79,79,79,81,85,85,85,85,85
SKND.009.41,ND.054.27,1.097.113,1,5,5,5,8,11,14,15,NA,17,18,20,69,73,75,75,75,33,22,79,81,79,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.114,1,3,3,5,8,11,15,16,NA,19,18,62,71,75,73,75,75,77,77,79,79,79,79,79,79,79,81,85
SKND.009.41,ND.054.27,1.097.115,1,3,3,5,8,12,15,16,NA,20,60,68,71,75,73,75,75,77,75,79,79,79,79,79,79,81,85,81
SKND.009.41,ND.054.27,1.097.116,1,0,1,1,1,1,16,16,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.117,1,0,1,1,1,1,13,14,NA,18,19,20,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.118,1,0,1,5,8,12,15,16,NA,20,19,65,71,75,75,75,77,77,75,79,79,79,79,79,79,79,81,79
SKND.009.41,ND.054.27,1.097.119,1,0,3,8,8,12,15,15,NA,20,64,67,69,73,73,75,75,77,75,79,79,79,79,79,79,81,85,85
SKND.009.41,ND.054.27,1.097.120,1,3,3,5,8,12,14,15,NA,19,18,64,69,73,75,75,75,16,75,79,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.121,1,1,3,5,8,11,15,14,NA,19,19,64,69,73,75,77,77,79,79,79,79,79,81,81,81,81,85,85
SKND.009.41,ND.054.27,1.097.122,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.123,1,5,5,5,12,12,16,15,NA,19,66,69,71,75,73,75,75,75,75,79,79,79,79,79,79,79,79,79
SKND.009.41,ND.054.27,1.097.124,1,0,3,3,5,8,13,14,NA,17,18,66,69,73,73,75,75,75,75,79,79,79,79,79,79,79,NA,85
SKND.009.41,ND.054.27,1.097.125,1,5,3,5,8,11,14,15,NA,19,20,61,68,73,73,75,75,75,75,79,79,79,79,79,81,79,83,85
SKND.009.41,ND.054.27,1.097.126,1,3,3,1,1,1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.127,1,0,1,1,1,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.128,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.129,1,0,3,5,8,11,14,15,NA,15,15,62,69,73,63,75,75,77,26,79,79,79,79,79,79,79,79,79
SKND.009.41,ND.054.27,1.098.001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.011,1,5,1,1,1,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.012,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.014,1,5,3,3,3,8,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.015,1,5,5,11,11,13,15,16,NA,17,17,62,69,73,71,73,73,71,75,79,83,83,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.098.016,1,5,7,12,12,12,15,16,NA,20,64,69,NA,75,75,75,75,77,75,79,79,83,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.098.017,1,3,1,3,3,3,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.018,1,0,1,1,1,1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.019,1,0,3,5,8,11,14,15,NA,18,19,NA,62,73,73,73,75,75,75,79,79,79,79,79,81,83,83,85
SKND.009.41,ND.054.27,1.098.020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.021,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.022,1,1,3,3,3,3,13,14,NA,18,19,20,65,73,73,75,77,79,79,79,79,79,81,81,85,85,85,85
SKND.009.41,ND.054.27,1.098.023,1,0,1,5,8,8,14,14,NA,15,13,14,13,15,16,18,17,18,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.024,1,5,3,8,7,11,13,15,NA,17,19,18,20,22,NA,22,NA,20,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.025,1,0,1,3,3,1,14,15,NA,11,13,14,16,18,18,20,25,26,31,22,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.098.026,1,0,1,5,7,8,13,14,NA,18,18,18,61,63,73,75,75,75,75,79,79,79,83,83,85,85,85,85
SKND.009.41,ND.213,1.060.001,2,1,0,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.002,2,1,1,1,1,3,8,11,12,14,15,18,17,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.004,2,0,0,1,1,1,14,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.005,2,NA,NA,NA,3,3,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.006,2,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.007,2,1,0,1,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.008,2,1,1,3,3,5,11,13,14,16,15,17,17,19,19,20,22,24,31,27,26,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.009,2,1,0,1,1,1,8,8,11,14,15,16,17,20,20,22,24,27,25,27,27,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.010,2,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.011,2,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.012,2,1,0,1,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.013,2,1,0,1,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.014,2,3,1,1,3,1,8,8,11,14,13,14,15,16,18,19,23,24,27,19,24,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.015,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.016,2,1,0,3,3,5,11,12,13,15,15,18,17,18,18,19,22,24,26,34,31,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.018,2,1,1,3,7,8,13,13,15,17,17,18,19,NA,22,24,29,27,26,30,38,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.019,2,3,3,3,5,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.020,2,1,0,1,1,1,13,11,13,15,15,17,17,20,22,25,17,17,77,23,79,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.021,2,1,0,1,1,5,11,12,13,15,12,13,14,17,18,20,28,19,27,33,23,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.022,2,5,3,7,8,11,14,14,15,17,17,60,67,73,75,77,77,77,79,79,79,79,83,79,85,83,NA,NA
SKND.009.41,ND.213,1.060.023,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.024,2,1,0,1,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.025,2,1,1,3,5,5,7,8,12,14,14,15,17,20,NA,23,23,26,25,15,16,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.026,2,3,3,3,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.027,2,5,0,5,5,5,0,0,0,0,11,12,13,16,16,16,NA,19,22,16,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.028,2,1,0,3,1,1,1,0,7,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.029,2,NA,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.060.030,2,1,NA,1,3,1,8,11,13,15,14,16,17,20,71,73,73,75,77,75,79,79,79,79,81,85,85,NA
SKND.009.41,ND.213,1.061.001,2,1,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.061.002,2,1,0,1,1,1,1,0,8,12,13,14,15,16,19,20,18,19,20,23,35,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.061.003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.061.004,2,1,1,1,3,1,1,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.061.005,2,1,0,3,1,1,1,0,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.061.006,2,3,0,3,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.061.007,2,5,5,8,8,12,15,16,17,19,18,18,NA,71,75,75,75,29,31,75,35,79,79,79,79,79,NA,85
SKND.009.41,ND.213,1.061.008,2,5,5,5,7,8,14,14,16,17,16,16,19,23,22,24,27,35,33,17,20,NA,NA,NA,NA,NA,NA,83
SKND.009.41,ND.213,1.061.009,2,1,0,1,1,1,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.061.010,2,0,0,1,1,1,13,0,0,0,0,0,0,0,0,14,16,20,18,23,28,NA,NA,NA,NA,NA,NA,NA
