"","ID","Male","Female","yyyymmdd","DOY","Vine","1","2","3","4"
"828","1.094.020_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.094.020",5,5,3,1
"829","1.094.020_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.094.020",5,5,5,3
"830","1.094.020_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.094.020",5,3,3,1
"831","1.094.020_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.094.020",8,5,3,1
"832","1.094.020_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.094.020",12,7,5,3
"833","1.094.020_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.094.020",12,8,3,3
"834","1.094.020_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.094.020",13,12,0,0
"835","1.094.020_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.094.020",17,15,12,0
"836","1.094.020_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.094.020",18,16,13,11
"837","1.094.020_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.094.020",18,17,13,0
"838","1.094.020_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.094.020",18,18,14,0
"839","1.094.020_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.094.020",12,0,0,0
"840","1.094.020_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.094.020",7,5,5,5
"841","1.094.020_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.094.020",8,8,7,5
"842","1.094.020_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.094.020",12,11,11,12
"843","1.094.020_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.094.020",14,15,14,14
"844","1.094.020_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.094.020",55,55,55,55
"845","1.094.020_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.094.020",55,55,55,55
"846","1.094.020_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.094.020",60,61,60,57
"847","1.094.020_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.094.020",69,69,69,69
"848","1.094.020_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.094.020",71,71,71,71
"849","1.094.020_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.094.020",75,75,75,73
"850","1.094.020_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.094.020",75,75,73,71
"851","1.094.020_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.094.020",75,75,75,73
"852","1.094.020_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.094.020",77,77,75,75
"853","1.094.020_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.094.020",77,77,79,79
"854","1.094.020_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.094.020",77,77,79,79
"855","1.094.020_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.094.020",79,79,79,79
"856","1.094.020_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.094.020",79,79,79,79
"857","1.094.020_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.094.020",79,79,79,79
"858","1.094.020_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.094.020",79,79,79,79
"859","1.094.020_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.094.020",79,79,79,79
"860","1.094.020_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.094.020",85,85,85,85
"861","1.094.020_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.094.020",NA,20,16,0
"862","1.094.020_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.094.020",NA,20,0,0
"863","1.094.021_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.094.021",3,1,1,0
"864","1.094.021_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.094.021",3,3,3,1
"865","1.094.021_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.094.021",5,3,3,1
"866","1.094.021_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.094.021",5,5,5,3
"867","1.094.021_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.094.021",12,7,8,8
"868","1.094.021_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.094.021",14,13,12,12
"869","1.094.021_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.094.021",15,13,13,13
"870","1.094.021_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.094.021",19,16,16,15
"871","1.094.021_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.094.021",17,17,17,16
"872","1.094.021_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.094.021",61,60,60,18
"873","1.094.021_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.094.021",68,68,67,66
"874","1.094.021_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.094.021",73,73,73,73
"875","1.094.021_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.094.021",73,73,73,71
"876","1.094.021_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.094.021",75,75,75,73
"877","1.094.021_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.094.021",75,75,75,75
"878","1.094.021_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.094.021",75,75,75,75
"879","1.094.021_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.094.021",75,75,75,75
"880","1.094.021_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.094.021",79,79,79,79
"881","1.094.021_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.094.021",79,79,79,79
"882","1.094.021_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.094.021",79,79,79,79
"883","1.094.021_2020-08-02","ND.213","ND.054.27","2020-08-02","215","1.094.021",79,79,79,79
"884","1.094.021_2020-08-09","ND.213","ND.054.27","2020-08-09","222","1.094.021",79,79,79,79
"885","1.094.021_2020-08-13","ND.213","ND.054.27","2020-08-13","226","1.094.021",81,81,79,79
"886","1.094.021_2020-08-16","ND.213","ND.054.27","2020-08-16","229","1.094.021",81,81,81,81
"887","1.094.021_2020-08-22","ND.213","ND.054.27","2020-08-22","235","1.094.021",85,85,85,85
"888","1.094.021_2020-08-26","ND.213","ND.054.27","2020-08-26","239","1.094.021",85,85,85,85
"889","1.094.021_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.094.021",1,1,1,1
"890","1.094.021_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.094.021",1,1,1,1
"891","1.094.021_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.094.021",11,11,8,7
"892","1.094.021_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.094.021",85,85,85,85
"893","1.094.022_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.094.022",3,1,0,0
"894","1.094.022_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.094.022",5,1,1,1
"895","1.094.022_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.094.022",7,5,5,3
"896","1.094.022_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.094.022",8,7,5,3
"897","1.094.022_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.094.022",12,8,8,8
"898","1.094.022_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.094.022",15,13,13,12
"899","1.094.022_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.094.022",16,14,13,13
"900","1.094.022_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.094.022",20,16,16,16
"901","1.094.022_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.094.022",20,17,16,16
"902","1.094.022_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.094.022",66,65,62,61
"903","1.094.022_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.094.022",69,69,68,66
"904","1.094.022_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.094.022",75,73,73,73
"905","1.094.022_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.094.022",75,73,73,73
"906","1.094.022_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.094.022",75,75,75,75
"907","1.094.022_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.094.022",75,75,75,75
"908","1.094.022_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.094.022",75,75,75,75
"909","1.094.022_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.094.022",75,75,75,75
"910","1.094.022_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.094.022",79,79,79,79
"911","1.094.022_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.094.022",79,79,79,79
"912","1.094.022_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.094.022",79,79,79,79
"913","1.094.022_2020-08-02","ND.213","ND.054.27","2020-08-02","215","1.094.022",79,79,79,79
"914","1.094.022_2020-08-09","ND.213","ND.054.27","2020-08-09","222","1.094.022",79,79,79,81
"915","1.094.022_2020-08-13","ND.213","ND.054.27","2020-08-13","226","1.094.022",81,81,81,81
"916","1.094.022_2020-08-16","ND.213","ND.054.27","2020-08-16","229","1.094.022",85,85,85,85
"917","1.094.022_2020-08-22","ND.213","ND.054.27","2020-08-22","235","1.094.022",85,85,85,85
"918","1.094.022_2020-08-26","ND.213","ND.054.27","2020-08-26","239","1.094.022",85,85,85,85
"919","1.094.022_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.094.022",7,5,5,5
"920","1.094.022_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.094.022",8,8,8,8
"921","1.094.022_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.094.022",11,11,11,8
"922","1.094.022_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.094.022",13,14,13,13
"923","1.094.022_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.094.022",55,55,55,55
"924","1.094.022_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.094.022",57,57,55,55
"925","1.094.022_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.094.022",57,57,57,57
"926","1.094.022_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.094.022",69,69,69,69
"927","1.094.022_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.094.022",73,73,73,73
"928","1.094.022_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.094.022",75,75,75,75
"929","1.094.022_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.094.022",75,75,75,75
"930","1.094.022_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.094.022",75,75,75,75
"931","1.094.022_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.094.022",77,77,77,77
"932","1.094.022_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.094.022",79,79,79,79
"933","1.094.022_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.094.022",79,79,79,79
"934","1.094.022_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.094.022",79,79,79,79
"935","1.094.022_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.094.022",79,79,79,79
"936","1.094.022_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.094.022",79,79,79,79
"937","1.094.022_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.094.022",79,79,79,79
"938","1.094.022_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.094.022",79,79,79,79
"939","1.094.022_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.094.022",85,85,85,85
"940","1.094.023_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.094.023",5,1,0,0
"941","1.094.023_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.094.023",5,3,3,1
"942","1.094.023_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.094.023",5,5,1,1
"943","1.094.023_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.094.023",5,3,3,1
"944","1.094.023_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.094.023",5,3,3,3
"945","1.094.023_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.094.023",8,7,5,3
"946","1.094.023_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.094.023",8,8,7,0
"947","1.094.023_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.094.023",13,12,12,12
"948","1.094.023_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.094.023",14,13,13,12
"949","1.094.023_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.094.023",15,14,13,13
"950","1.094.023_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.094.023",15,15,15,14
"951","1.094.023_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.094.023",69,18,16,16
"952","1.094.023_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.094.023",75,73,73,73
"953","1.094.023_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.094.023",73,19,18,15
"954","1.094.023_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.094.023",73,NA,NA,17
"955","1.094.023_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.094.023",77,23,23,NA
"956","1.094.023_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.094.023",14,24,79,24
"957","1.094.023_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.094.023",14,79,NA,35
"958","1.094.023_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.094.023",79,NA,NA,NA
"959","1.094.023_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.094.023",79,NA,NA,NA
"960","1.094.023_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.094.023",5,5,5,5
"961","1.094.023_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.094.023",8,8,8,5
"962","1.094.023_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.094.023",11,11,11,8
"963","1.094.023_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.094.023",13,12,14,14
"964","1.094.023_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.094.023",53,53,53,53
"965","1.094.023_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.094.023",55,55,55,55
"966","1.094.023_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.094.023",57,57,57,57
"967","1.094.023_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.094.023",66,65,60,60
"968","1.094.023_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.094.023",73,73,73,73
"969","1.094.023_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.094.023",75,75,75,75
"970","1.094.023_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.094.023",75,75,75,75
"971","1.094.023_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.094.023",77,77,77,77
"972","1.094.023_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.094.023",79,79,79,79
"973","1.094.023_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.094.023",79,79,79,79
"974","1.094.023_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.094.023",79,79,79,79
"975","1.094.023_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.094.023",79,79,79,79
"976","1.094.023_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.094.023",79,79,79,79
"977","1.094.023_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.094.023",79,79,79,79
"978","1.094.023_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.094.023",79,79,79,79
"979","1.094.023_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.094.023",79,79,79,79
"980","1.094.023_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.094.023",81,81,81,81
"981","1.094.024_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.094.024",5,3,1,0
"982","1.094.024_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.094.024",3,3,3,1
"983","1.094.024_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.094.024",7,5,5,3
"984","1.094.024_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.094.024",8,8,8,8
"985","1.094.024_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.094.024",13,13,12,12
"986","1.094.024_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.094.024",14,14,13,13
"987","1.094.024_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.094.024",14,14,14,13
"988","1.094.024_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.094.024",17,17,16,16
"989","1.094.024_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.094.024",60,60,20,19
"990","1.094.024_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.094.024",65,65,64,64
"991","1.094.024_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.094.024",71,69,69,69
"992","1.094.024_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.094.024",75,73,73,73
"993","1.094.024_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.094.024",75,73,73,73
"994","1.094.024_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.094.024",77,77,75,75
"995","1.094.024_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.094.024",77,77,75,75
"996","1.094.024_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.094.024",77,77,75,75
"997","1.094.024_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.094.024",79,75,79,79
"998","1.094.024_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.094.024",79,79,79,79
"999","1.094.024_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.094.024",79,79,79,79
"1000","1.094.024_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.094.024",79,79,79,79
"1001","1.094.024_2020-08-02","ND.213","ND.054.27","2020-08-02","215","1.094.024",79,79,79,79
"1002","1.094.024_2020-08-09","ND.213","ND.054.27","2020-08-09","222","1.094.024",79,79,79,79
"1003","1.094.024_2020-08-13","ND.213","ND.054.27","2020-08-13","226","1.094.024",81,81,81,81
"1004","1.094.024_2020-08-16","ND.213","ND.054.27","2020-08-16","229","1.094.024",81,81,81,81
"1005","1.094.024_2020-08-22","ND.213","ND.054.27","2020-08-22","235","1.094.024",83,83,83,83
"1006","1.094.024_2020-08-26","ND.213","ND.054.27","2020-08-26","239","1.094.024",85,85,85,NA
"1007","1.094.025_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.094.025",1,0,0,0
"1008","1.094.025_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.094.025",1,0,0,0
"1009","1.094.025_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.094.025",1,1,0,0
"1010","1.094.025_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.094.025",0,0,0,0
"1011","1.094.025_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.094.025",0,0,0,0
"1012","1.094.026_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.094.026",3,1,1,1
"1013","1.094.026_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.094.026",5,5,3,1
"1014","1.094.026_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.094.026",5,5,1,1
"1015","1.094.026_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.094.026",8,7,7,5
"1016","1.094.026_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.094.026",12,11,11,8
"1017","1.094.026_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.094.026",14,14,14,13
"1018","1.094.026_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.094.026",16,15,15,15
"1019","1.094.026_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.094.026",18,17,17,16
"1020","1.094.026_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.094.026",63,61,61,17
"1021","1.094.026_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.094.026",69,68,67,66
"1022","1.094.026_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.094.026",71,71,69,69
"1023","1.094.026_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.094.026",75,75,75,73
"1024","1.094.026_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.094.026",75,75,75,73
"1025","1.094.026_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.094.026",77,75,75,75
"1026","1.094.026_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.094.026",77,75,77,75
"1027","1.094.026_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.094.026",77,77,75,75
"1028","1.094.026_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.094.026",79,79,77,79
"1029","1.094.026_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.094.026",79,79,79,79
"1030","1.094.026_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.094.026",79,79,79,79
"1031","1.094.026_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.094.026",79,79,79,79
"1032","1.094.026_2020-08-02","ND.213","ND.054.27","2020-08-02","215","1.094.026",81,81,81,81
"1033","1.094.026_2020-08-09","ND.213","ND.054.27","2020-08-09","222","1.094.026",79,81,81,84
"1034","1.094.026_2020-08-13","ND.213","ND.054.27","2020-08-13","226","1.094.026",85,85,85,85
"1035","1.094.026_2020-08-16","ND.213","ND.054.27","2020-08-16","229","1.094.026",85,85,85,85
"1036","1.094.026_2020-08-22","ND.213","ND.054.27","2020-08-22","235","1.094.026",85,85,85,85
"1037","1.094.026_2020-08-26","ND.213","ND.054.27","2020-08-26","239","1.094.026",85,85,85,85
"1038","1.094.026_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.094.026",5,5,5,5
"1039","1.094.026_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.094.026",7,7,8,7
"1040","1.094.026_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.094.026",11,12,12,12
"1041","1.094.026_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.094.026",14,15,14,15
"1042","1.094.026_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.094.026",55,53,53,53
"1043","1.094.026_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.094.026",55,55,57,57
"1044","1.094.026_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.094.026",57,57,57,57
"1045","1.094.026_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.094.026",69,68,69,69
"1046","1.094.026_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.094.026",71,71,71,71
"1047","1.094.026_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.094.026",75,75,75,71
"1048","1.094.026_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.094.026",75,75,75,75
"1049","1.094.026_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.094.026",75,75,75,75
"1050","1.094.026_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.094.026",79,79,79,79
"1051","1.094.026_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.094.026",79,79,79,79
"1052","1.094.026_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.094.026",79,79,79,79
"1053","1.094.026_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.094.026",79,79,79,79
"1054","1.094.026_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.094.026",79,79,79,79
"1055","1.094.026_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.094.026",79,79,79,79
"1056","1.094.026_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.094.026",79,79,79,79
"1057","1.094.026_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.094.026",79,79,79,79
"1058","1.094.026_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.094.026",83,83,83,83
"1059","1.094.027_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.094.027",1,NA,NA,NA
"1060","1.094.029_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.094.029",0,0,0,0
"1061","1.094.029_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.094.029",1,1,1,1
"1062","1.094.029_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.094.029",1,1,1,0
"1063","1.094.029_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.094.029",1,1,1,0
"1064","1.094.029_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.094.029",1,1,1,0
"1065","1.094.029_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.094.029",1,0,0,0
"1066","1.094.029_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.094.029",0,0,0,0
"1067","1.094.029_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.094.029",3,1,1,1
"1068","1.094.029_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.094.029",3,3,3,1
"1069","1.094.029_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.094.029",8,7,7,7
"1070","1.094.029_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.094.029",11,11,8,8
"1071","1.094.029_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.094.029",11,11,13,11
"1072","1.094.029_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.094.029",75,75,75,73
"1073","1.094.029_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.094.029",75,75,75,73
"1074","1.094.029_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.094.029",75,75,75,75
"1075","1.094.029_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.094.029",77,77,77,77
"1076","1.094.029_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.094.029",79,79,79,79
"1077","1.094.029_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.094.029",79,79,79,79
"1078","1.094.029_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.094.029",79,79,79,79
"1079","1.094.029_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.094.029",79,79,79,79
"1080","1.094.029_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.094.029",79,79,79,79
"1081","1.094.029_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.094.029",79,79,79,79
"1082","1.094.029_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.094.029",79,79,79,79
"1083","1.094.029_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.094.029",79,79,79,79
"1084","1.094.030_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.094.030",0,0,0,0
"1085","1.094.030_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.094.030",1,1,1,1
"1086","1.094.030_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.094.030",5,3,3,1
"1087","1.094.030_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.094.030",7,1,1,1
"1088","1.094.030_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.094.030",11,3,1,1
"1089","1.094.030_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.094.030",13,12,12,8
"1090","1.094.030_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.094.030",13,13,13,13
"1091","1.094.030_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.094.030",16,15,15,14
"1092","1.094.030_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.094.030",17,16,16,13
"1093","1.094.030_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.094.030",61,17,17,14
"1094","1.094.030_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.094.030",63,63,62,61
"1095","1.094.030_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.094.030",73,73,71,71
"1096","1.094.030_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.094.030",73,73,73,71
"1097","1.094.030_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.094.030",75,75,73,73
"1098","1.094.030_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.094.030",75,75,75,75
